tendPredict,tendPredictEMAn,tendBase,preStopGainLoseTend,preStopCountdown,baseTime,basePrice,tendInventory,inventoryPL,inventoryPLmax,inventoryPLmin,settlePL,settleLoseWorst,settlePLsum,settlePLsumMax,settlePLsumMin,buySaleTimes,dealdate,section,dealtime,priceClose,TendSummary
0.72916865348815918,0.72916865348815918,1,0,0,090700,11105.00,1,149.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110000,11254.00,-1
0.72971940040588379,0.72971940040588379,1,0,0,090700,11105.00,1,144.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110100,11249.00,-1
0.72363907098770142,0.72363907098770142,1,0,0,090700,11105.00,1,137.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110200,11242.00,-1
0.71152704954147339,0.71152704954147339,1,0,0,090700,11105.00,1,144.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110300,11249.00,-1
0.69665330648422241,0.69665330648422241,1,0,0,090700,11105.00,1,145.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110400,11250.00,-1
0.6985052227973938,0.6985052227973938,1,0,0,090700,11105.00,1,152.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110500,11257.00,-1
0.69244992733001709,0.69244992733001709,1,0,0,090700,11105.00,1,158.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110600,11263.00,-1
0.66162896156311035,0.66162896156311035,1,0,0,090700,11105.00,1,156.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110700,11261.00,-1
0.66126978397369385,0.66126978397369385,1,0,0,090700,11105.00,1,153.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110800,11258.00,-1
0.65130674839019775,0.65130674839019775,1,0,0,090700,11105.00,1,140.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,110900,11245.00,-1
0.64355754852294922,0.64355754852294922,1,0,0,090700,11105.00,1,143.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111000,11248.00,-1
0.68353778123855591,0.68353778123855591,1,0,0,090700,11105.00,1,132.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111100,11237.00,-1
0.62526661157608032,0.62526661157608032,1,0,0,090700,11105.00,1,126.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111200,11231.00,-1
0.50480329990386963,0.50480329990386963,1,0,0,090700,11105.00,1,131.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111300,11236.00,-1
0.55492264032363892,0.55492264032363892,1,0,0,090700,11105.00,1,127.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111400,11232.00,-1
0.626182496547699,0.626182496547699,1,0,0,090700,11105.00,1,122.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111500,11227.00,-1
0.55801296234130859,0.55801296234130859,1,0,0,090700,11105.00,1,123.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111600,11228.00,-1
0.52583599090576172,0.52583599090576172,1,0,0,090700,11105.00,1,122.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,111700,11227.00,-1
0.48651096224784851,0.48651096224784851,-1,1,0,111800,11233.00,-1,0,169.00,-18.00,128.00,-18.00,110.00,110.00,-18.00,5,20200302,1,111800,11233.00,-1
0.49771890044212341,0.49771890044212341,-1,0,0,111800,11233.00,-1,-5.00,169.00,-18.00,0,-18.00,110.00,110.00,-18.00,5,20200302,1,111900,11238.00,-1
0.5023425817489624,0.5023425817489624,1,-1,0,112000,11235.00,1,0,169.00,-18.00,-2.00,-18.00,108.00,110.00,-18.00,7,20200302,1,112000,11235.00,-1
0.50178277492523193,0.50178277492523193,1,0,0,112000,11235.00,1,1.00,169.00,-18.00,0,-18.00,108.00,110.00,-18.00,7,20200302,1,112100,11236.00,-1
